PROD TYPE,NAME,SHIPPED_DATE,Total Orders,Total Pallets,Distance,Cost
AMBCONTROL,AAH PHARMA (WARRINGTON),28-03-2024,1,1,113.6,47.6
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,28-03-2024,1,8,185.1,296.8
AMBCONTROL,ALLIANCE HEALTHCARE (HINCKLEY),28-03-2024,1,1,82.5,34.7
AMBCONTROL,AMAZON TORONTO WAY DON LBA4,29-03-2024,3,18,58.3,455.6
AMBCONTROL,HOLLAND & BARRATT RETAIL LTD,29-03-2024,1,1,51,31.2
AMBCONTROL,BOOTS COMPANY PLC (SSC),29-03-2024,6,8,29.8,218
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,29-03-2024,1,21,275.3,1134.7
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,29-03-2024,1,20,141.3,719.7
AMBIENT,BOOTS COMPANY PLC (SSC),29-03-2024,5,5,29.8,148.5
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,29-03-2024,1,14,73.6,302.9
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,29-03-2024,1,11,222.9,464.7
AMBCONTROL,BOOTS COMPANY PLC (SSC),31-03-2024,1,1,29.8,31.4
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,31-03-2024,1,9,133.2,269.8
AMBIENT,B & M RETAIL LTD,01-04-2024,3,7,130.9,266
AMBCONTROL,PHOENIX HEALTHCARE (BIRMINGHAM,01-04-2024,1,3,90.8,87.9
AMBCONTROL,TESCO (BOLTON 510),01-04-2024,2,6,117.8,213.8
AMBIENT,SAVERS,01-04-2024,1,2,203.7,79.2
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,01-04-2024,1,6,74.3,140.5
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),01-04-2024,3,60,107.4,1416
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,01-04-2024,1,1,208.6,52.7
AMBCONTROL,ALLIANCE HEALTHCARE (DISTRIBUT,01-04-2024,1,2,262.2,110.8
AMBCONTROL,ALLIANCE HEALTHCARE (COATBRIDG,01-04-2024,1,1,444.3,93.1
AMBCONTROL,PHOENIX HEALTHCARE (E/KILBRIDE,01-04-2024,1,1,440.3,98.2
AMBCONTROL,PHOENIX HEALTHCARE DIST LTD,02-04-2024,2,4,119.6,158.2
AMBIENT,SUPERDRUG STORES PLC (DUNSTABL,02-04-2024,1,8,185.1,257.9
AMBCONTROL,ALLOGA UK,02-04-2024,2,35,12.2,552.6
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUITO,02-04-2024,2,5,91.3,135.8
AMBCONTROL,ALLIANCE HEALTHCARE (LEEDS),02-04-2024,1,1,99.1,39.8
AMBCONTROL,BESTWAY PHARMACY NDC LTD,02-04-2024,1,1,69.1,36.6
AMBCONTROL,WAITROSE LTD (134244),02-04-2024,1,2,168.3,79.1
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,02-04-2024,1,13,222.9,546.4
AMBCONTROL,ALLIANCE HEALTHCARE (PRESTON),02-04-2024,1,1,142.1,51.4
AMBCONTROL,AAH PHARMA (GLASGOW),02-04-2024,1,1,451.8,98.2
AMBCONTROL,PHOENIX HEALTHCARE (ST ALBANS),02-04-2024,1,1,215.2,52.6
AMBCONTROL,PHOENIX HEALTHCARE (NORWICH),02-04-2024,1,1,240.7,57.6
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,02-04-2024,1,1,91.3,36.9
AMBCONTROL,ALLIANCE HEALTHCARE (NEWCASTLE,02-04-2024,1,1,268.8,64
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,02-04-2024,1,14,73.6,302.9
AMBCONTROL,ALLIANCE HEALTHCARE (EXETER-CO,02-04-2024,1,1,384.3,86.6
AMBCONTROL,ALLIANCE HEALTHCARE (SWANSEA),02-04-2024,1,1,303.4,84
AMBCONTROL,ALLIANCE HEALTHCARE (LETCHWORT,02-04-2024,1,2,188,91.2
AMBCONTROL,COSTCO WHOLESALE UK LTD,03-04-2024,1,1,234.4,56.8
AMBIENT,PRICECHECK TOILETRIES,03-04-2024,1,6,36.5,96
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,03-04-2024,1,26,141.3,752.4
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,03-04-2024,1,25,275.3,1158.1
AMBCONTROL,ALLOGA UK,03-04-2024,6,99,12.2,1373.8
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,03-04-2024,2,13,29.8,225.9
AMBIENT,BOOTS COMPANY PLC (SSC),03-04-2024,9,14,29.8,332.2
AMBIENT,B & M RETAIL LTD,03-04-2024,1,5,160.1,152.1
AMBCONTROL,SIGMA PHARMACEUTICALS PLC,03-04-2024,3,16,219.2,646.5
AMBCONTROL,BOOTS COMPANY PLC (SSC),03-04-2024,8,9,29.8,266.1
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,03-04-2024,1,5,185.1,191.5
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,03-04-2024,1,20,268.6,999.3
AMBIENT,SAVERS HEALTH & BEAUTY - DUNST,03-04-2024,1,2,185.1,76.7
AMBCONTROL,AAH PHARMA (BRISTOL),03-04-2024,1,1,254.4,63.5
AMBCONTROL,AAH PHARMA (SWANSEA VALE),03-04-2024,1,1,297.2,84
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,03-04-2024,1,1,133.2,44.3
AMBCONTROL,INSPIRA TRADING LIMITED,03-04-2024,2,3,182.1,144.8
AMBCONTROL,ALLIANCE HEALTHCARE (CROYDON),03-04-2024,1,1,267.8,65.2
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,03-04-2024,1,1,208.6,52.7
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,03-04-2024,1,20,239.5,944.9
AMBCONTROL,ALLOGA UK,04-04-2024,2,44,12.2,655.9
AMBCONTROL,BARCLAY PHARMACEUTICALS LTD,04-04-2024,1,2,78.9,57.1
AMBIENT,ASDA,04-04-2024,1,7,93.7,131.6
AMBCONTROL,ASDA,04-04-2024,2,5,93.7,124.9
AMBCONTROL,AAH PHARMA (RUISLIP),04-04-2024,1,1,232.1,55.7
AMBIENT,SUPERDRUG STORES PLC WEBSITE,04-04-2024,1,10,74.3,196
AMBCONTROL,ALLIANCE HEALTHCARE (LEEDS),04-04-2024,1,1,99.1,39.8
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),04-04-2024,1,28,107.4,628.1
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,04-04-2024,2,18,133.2,539.7
AMBIENT,BOOTS COMPANY PLC (SSC),04-04-2024,3,7,29.8,141
AMBCONTROL,BOOTS COMPANY PLC (SSC),04-04-2024,4,7,29.8,170.1
AMBIENT,VALLEY SUNDRIES COMPANY T/A VA,04-04-2024,1,1,265.7,59.3
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,04-04-2024,2,21,222.9,888.6
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,04-04-2024,1,8,73.6,179.9
AMBCONTROL,SAVERS,04-04-2024,3,4,203.7,198.3
AMBIENT,BOOTS COMPANY PLC (SSC),05-04-2024,6,12,29.8,256.1
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,05-04-2024,3,10,268.6,539.8
AMBCONTROL,INSPIRA TRADING LIMITED,05-04-2024,1,1,182.1,53.6
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,05-04-2024,2,9,91.3,218.8
AMBCONTROL,WAITROSE LTD (134244),05-04-2024,1,2,168.3,79.1
AMBCONTROL,ALLIANCE HEALTHCARE (DISTN) LT,05-04-2024,1,3,1.6,60.5
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),05-04-2024,1,21,107.4,517.2
AMBIENT,PHOENIX HEALTHCARE DISTRIBUTIO,05-04-2024,1,1,91.3,34.3
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,05-04-2024,3,11,185.1,434.1
AMBCONTROL,BOOTS COMPANY PLC (SSC),05-04-2024,9,14,29.8,356.6
AMBCONTROL,PHOENIX HEALTHCARE DIST LTD,05-04-2024,1,4,119.6,142.1
AMBCONTROL,AAH PHARMA (WARRINGTON),05-04-2024,1,2,113.6,79.1
AMBCONTROL,BESTWAY PHARMACY NDC LTD,05-04-2024,2,4,69.1,114.2
AMBCONTROL,PHOENIX HEALTHCARE (E/KILBRIDE,05-04-2024,1,2,440.3,180.5
AMBCONTROL,ALLIANCE HEALTHCARE (HINCKLEY),05-04-2024,1,1,82.5,34.7
AMBCONTROL,PERRIGO BARNSLEY,05-04-2024,1,5,69.2,94
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,07-04-2024,1,7,133.2,213.4
AMBCONTROL,CONOR GODSALL,07-04-2024,1,8,253.5,360.3
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,08-04-2024,1,1,185.1,51.2
AMBCONTROL,ALLOGA UK,08-04-2024,1,11,12.2,179.7
AMBCONTROL,AAH PHARMA (PERRY BARR),08-04-2024,1,5,97.6,135.9
AMBCONTROL,B & M RETAIL LTD,08-04-2024,1,3,130.9,121.5
AMBIENT,SUPERDRUG STORES PLC (DUNSTABL,08-04-2024,1,3,185.1,106.9
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,08-04-2024,1,11,74.3,244.1
AMBCONTROL,SIGMA PHARMACEUTICALS PLC,08-04-2024,1,2,219.2,90.8
AMBCONTROL,PRIMA BRANDS LTD,08-04-2024,3,9,533.4,1401.3
AMBIENT,ASDA,08-04-2024,1,3,93.7,65.9
AMBCONTROL,ASDA,08-04-2024,2,13,93.7,273.2
AMBCONTROL,PHOENIX HEALTHCARE (ST ALBANS),08-04-2024,1,1,215.2,52.6
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUITO,08-04-2024,2,6,91.3,156.5
AMBCONTROL,ALLIANCE HEALTHCARE (COATBRIDG,08-04-2024,1,1,444.3,93.1
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,08-04-2024,1,11,222.9,464.7
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,08-04-2024,1,12,73.6,261.9
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),08-04-2024,1,23,107.4,528.1
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,08-04-2024,1,9,239.5,434.2
AMBCONTROL,ALLOGA UK,09-04-2024,1,18,12.2,283.5
AMBIENT,RAYBURN TRADING LTD,09-04-2024,1,3,95.9,85
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,09-04-2024,2,2,124.8,81.4
AMBCONTROL,AMAZON TORONTO WAY DON LBA4,09-04-2024,2,8,58.3,213.2
AMBCONTROL,B & M RETAIL LTD,09-04-2024,1,3,160.1,110.6
AMBIENT,B & M RETAIL LTD,09-04-2024,1,2,130.9,78.4
AMBCONTROL,AAH PHARMA (ROMFORD PPP0997Q),09-04-2024,1,2,252.9,109.9
AMBCONTROL,PHOENIX HEALTHCARE (BIRMINGHAM,09-04-2024,1,2,90.8,64
AMBCONTROL,TESCO (BOLTON 510),09-04-2024,1,5,117.8,167.4
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,09-04-2024,2,4,29.8,92.4
AMBCONTROL,ALLIANCE HEALTHCARE (DISTRIBUT,09-04-2024,1,1,262.2,63.4
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,09-04-2024,1,3,185.1,121.3
AMBCONTROL,BARCLAY PHARMACEUTICALS LTD,09-04-2024,1,4,78.9,98
AMBCONTROL,ALLIANCE HEALTHCARE (SWANSEA),09-04-2024,1,1,303.4,84
AMBIENT,SAVERS HEALTH & BEAUTY - DUNST,09-04-2024,1,4,185.1,137.1
AMBCONTROL,SAVERS,09-04-2024,1,3,203.7,128.2
AMBCONTROL,ALLIANCE HEALTHCARE (LETCHWORT,09-04-2024,1,1,188,53.6
AMBCONTROL,ALLIANCE HEALTHCARE (NEWCASTLE,09-04-2024,1,1,268.8,64
AMBCONTROL,AAH PHARMA (GLASGOW),09-04-2024,1,3,451.8,262.8
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),09-04-2024,2,43,107.4,959.8
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,09-04-2024,1,1,208.6,52.7
AMBCONTROL,INSPIRA TRADING LIMITED,09-04-2024,3,3,182.1,160.9
AMBCONTROL,BOOTS COMPANY PLC (SSC),09-04-2024,2,2,29.8,62.8
AMBCONTROL,AAH PHARMA (PERRY BARR),09-04-2024,1,2,97.6,64
AMBIENT,BOOTS COMPANY PLC (SSC),09-04-2024,1,2,29.8,42.7
AMBCONTROL,PRIMA BRANDS LTD,09-04-2024,1,2,533.4,311.4
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,09-04-2024,1,4,133.2,128.8
AMBIENT,TESCO GROCERY DIST'N CENTRE (R,09-04-2024,1,2,239.5,96
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,09-04-2024,1,5,239.5,248.3
AMBIENT,TESCO GROCERY DEPT (RUGBY),09-04-2024,1,2,107.4,57.8
AMBCONTROL,JULIE WAKEFIELD _ PERRIGO BARN,09-04-2024,1,1,69.2,32.1
AMBCONTROL,ALLIANCE HEALTHCARE (EXETER-CO,09-04-2024,1,1,384.3,86.6
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,09-04-2024,1,1,268.6,65.2
AMBIENT,SUPERDRUG STORES PLC (DUNSTABL,10-04-2024,1,3,185.1,106.9
AMBIENT,SUPERDRUG STORES PLC WEBSITE,10-04-2024,1,2,74.3,52.3
AMBCONTROL,MARK FOX,10-04-2024,1,1,69.2,32.1
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,10-04-2024,1,18,74.3,389.4
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,10-04-2024,1,1,91.3,36.9
AMBIENT,BOOTS COMPANY PLC (SSC),10-04-2024,2,2,29.8,59.4
AMBCONTROL,"AMAZON IBA9 (KNOTTINGLEY, UK)",10-04-2024,2,9,89.3,218.7
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),10-04-2024,1,25,107.4,527.9
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,10-04-2024,1,1,208.6,52.7
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,10-04-2024,2,17,185.1,628.8
AMBCONTROL,SAVERS,10-04-2024,2,6,203.7,256.4
AMBCONTROL,BOOTS COMPANY PLC (SSC),10-04-2024,2,2,29.8,62.8
AMBCONTROL,ALLIANCE HEALTHCARE (CROYDON),10-04-2024,1,1,267.8,65.2
AMBCONTROL,PHOENIX HEALTHCARE (PORTSMOUTH,10-04-2024,1,1,318.6,77.6
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,10-04-2024,1,16,239.5,759.6
AMBCONTROL,AAH PHARMA (RUISLIP),10-04-2024,1,3,232.1,134.9
AMBCONTROL,AAH PHARMA (BRISTOL),10-04-2024,1,2,254.4,110.9
AMBCONTROL,OCADO CFC2,10-04-2024,1,1,77.4,40.1
AMBCONTROL,OCADO LTD (CFC ERITH),10-04-2024,1,1,268.2,66.1
AMBCONTROL,UNIVERSAL PROCUREMENT SERVICES,10-04-2024,1,3,315.5,200.7
AMBCONTROL,AAH PHARMA (WARRINGTON),10-04-2024,1,3,113.6,110.6
AMBCONTROL,COSTCO WHOLESALE UK LTD,11-04-2024,2,5,234.4,235.9
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,11-04-2024,1,16,141.3,579.2
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,11-04-2024,1,7,185.1,261.7
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,11-04-2024,1,11,275.3,617.2
AMBIENT,CHANELLE MCCOY HEALTH,11-04-2024,1,5,221.2,215.2
AMBIENT,DENT-O-CARE LTD,11-04-2024,1,2,241.2,85.7
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,11-04-2024,1,1,124.8,40.7
AMBIENT,BOOTS COMPANY PLC (SSC),11-04-2024,8,16,29.8,341.5
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,11-04-2024,2,25,133.2,737.2
AMBCONTROL,ASDA,11-04-2024,2,15,93.7,310.3
AMBIENT,ASDA,11-04-2024,1,2,93.7,49.5
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),11-04-2024,1,25,107.4,527.9
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,11-04-2024,1,10,222.9,423.9
AMBCONTROL,WAITROSE LTD (134244),11-04-2024,1,3,168.3,110.6
AMBCONTROL,BOOTS COMPANY PLC (SSC),11-04-2024,7,17,29.8,368
AMBIENT,CO-OP GRP LTD - NDC COVENTRY,11-04-2024,1,2,97.7,57.8
AMBCONTROL,PHOENIX HEALTHCARE (NORWICH),11-04-2024,1,1,240.7,57.6
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,11-04-2024,1,1,208.6,52.7
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,11-04-2024,1,6,73.6,139
AMBCONTROL,OCADO LUTON,11-04-2024,1,1,187.9,51.2
AMBCONTROL,PURFLEET CFC OCADO,11-04-2024,1,1,266.3,63
AMBCONTROL,ALLIANCE HEALTHCARE (LEEDS),11-04-2024,1,1,99.1,39.8
AMBCONTROL,PHOENIX HEALTHCARE DIST LTD,11-04-2024,1,1,119.6,47.6
AMBCONTROL,PRECISION MARKETING GROUP LTD,11-04-2024,1,1,215.9,66.5
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,12-04-2024,1,6,29.8,105.5
AMBIENT,RAYBURN TRADING LTD,12-04-2024,1,3,95.9,85
AMBIENT,BOOTS COMPANY PLC (SSC),12-04-2024,5,9,29.8,200.4
AMBCONTROL,BOOTS COMPANY PLC (SSC),12-04-2024,8,32,29.8,607.2
AMBCONTROL,AMAZON TORONTO WAY DON LBA4,12-04-2024,2,11,58.3,281.1
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,12-04-2024,1,1,97.7,40.9
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,12-04-2024,2,20,133.2,596.1
AMBCONTROL,BESTWAY PHARMACY NDC LTD,12-04-2024,1,2,69.1,57.1
AMBIENT,ASDA,12-04-2024,1,7,93.7,131.6
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),12-04-2024,1,20,107.4,505.2
AMBCONTROL,PRIMA BRANDS LTD,12-04-2024,1,4,533.4,622.8
AMBCONTROL,ALLIANCE HEALTHCARE (HINCKLEY),12-04-2024,1,1,82.5,34.7
AMBCONTROL,PHOENIX HEALTHCARE (E/KILBRIDE,12-04-2024,1,1,440.3,98.2
AMBCONTROL,SIGMA PHARMACEUTICALS PLC,14-04-2024,3,7,219.2,309.9
AMBCONTROL,WINNING POST TRADING LTD,14-04-2024,1,8,81.7,181.6
AMBCONTROL,TESCO (BOLTON 510),14-04-2024,1,13,117.8,409.7
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),14-04-2024,1,24,107.4,527.9
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,14-04-2024,1,12,239.5,573.7
AMBCONTROL,PHOENIX HEALTHCARE (ST ALBANS),14-04-2024,1,1,215.2,52.6
AMBCONTROL,BOOTS COMPANY PLC (SSC),14-04-2024,1,1,29.8,31.4
AMBCONTROL,BARCLAY PHARMACEUTICALS LTD,14-04-2024,1,5,78.9,118.5
AMBIENT,SUPERDRUG STORES PLC (DUNSTABL,15-04-2024,1,8,185.1,257.9
AMBCONTROL,AMAZON DEESIDE XLP1,15-04-2024,1,1,144.3,51.2
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,15-04-2024,1,4,74.3,99
AMBCONTROL,ALLIANCE HEALTHCARE (DISTN) LT,15-04-2024,1,1,1.6,31.2
AMBCONTROL,ASDA,15-04-2024,3,10,93.7,233.8
AMBIENT,PHOENIX HEALTHCARE DISTRIBUTIO,15-04-2024,1,1,91.3,34.3
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,15-04-2024,1,5,222.9,219.9
AMBCONTROL,AMAZON TORONTO WAY DON LBA4,15-04-2024,1,3,58.3,84
AMBCONTROL,ALLIANCE HEALTHCARE (PRESTON),15-04-2024,1,1,142.1,51.4
AMBIENT,ASDA,15-04-2024,1,4,93.7,82.3
AMBCONTROL,BARCLAY PHARMACEUTICALS LTD,15-04-2024,1,1,78.9,36.6
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,15-04-2024,1,9,133.2,269.8
AMBCONTROL,JULIE WAKEFIELD _ PERRIGO BARN,15-04-2024,1,1,69.2,32.1
AMBCONTROL,WAITROSE & PARTNERS,15-04-2024,1,1,245.4,62.5
AMBCONTROL,ALLIANCE HEALTHCARE (COATBRIDG,15-04-2024,1,1,444.3,93.1
AMBCONTROL,ALLIANCE HEALTHCARE (DISTRIBUT,15-04-2024,1,1,262.2,63.4
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,15-04-2024,1,2,91.3,57.6
AMBCONTROL,PHOENIX HEALTHCARE (BIRMINGHAM,15-04-2024,1,3,90.8,87.9
AMBCONTROL,SAVERS,15-04-2024,1,3,203.7,128.2
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,16-04-2024,1,2,185.1,86.2
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,16-04-2024,2,10,29.8,181.4
AMBCONTROL,BOOTS COMPANY PLC (SSC),16-04-2024,5,5,29.8,157
AMBIENT,TESCO GROCERY DIST'N CENTRE (R,16-04-2024,1,2,239.5,96
AMBCONTROL,ALLIANCE HEALTHCARE (EXETER-CO,16-04-2024,1,1,384.3,86.6
AMBCONTROL,ALLIANCE HEALTHCARE (DISTN) LT,16-04-2024,1,2,1.6,45.9
AMBIENT,BOOTS COMPANY PLC (SSC),16-04-2024,2,4,29.8,85.4
AMBCONTROL,INSPIRA TRADING LIMITED,16-04-2024,1,2,182.1,91.2
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,16-04-2024,1,11,185.1,402.2
AMBIENT,SAVERS HEALTH & BEAUTY - DUNST,16-04-2024,1,8,185.1,257.9
AMBCONTROL,ALLIANCE HEALTHCARE (NEWCASTLE,16-04-2024,2,2,268.8,128
AMBCONTROL,ALLIANCE HEALTHCARE (SWANSEA),16-04-2024,2,2,303.4,168.1
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),16-04-2024,1,20,107.4,505.2
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,16-04-2024,1,1,208.6,52.7
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,16-04-2024,1,6,239.5,294.8
AMBCONTROL,AAH PHARMA (GLASGOW),16-04-2024,1,3,451.8,262.8
AMBCONTROL,AAH PHARMA (PERRY BARR),16-04-2024,1,4,97.6,111.9
AMBCONTROL,SAVERS,16-04-2024,1,2,203.7,90.9
AMBCONTROL,HOLLAND & BARRATT RETAIL LTD,17-04-2024,1,1,51,31.2
AMBIENT,B & M RETAIL LTD,17-04-2024,1,4,130.9,140.1
AMBCONTROL,B & M RETAIL LTD,17-04-2024,1,3,130.9,121.5
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,17-04-2024,1,12,141.3,438.4
AMBIENT,BOOTS COMPANY PLC (SSC),17-04-2024,3,38,29.8,461.8
AMBIENT,SUPERDRUG STORES PLC WEBSITE,17-04-2024,1,9,74.3,178
AMBCONTROL,ALLIANCE HEALTHCARE (CROYDON),17-04-2024,2,3,267.8,179.5
AMBIENT,CONNOR HAWES,17-04-2024,1,4,253.5,163.9
AMBCONTROL,BOOTS COMPANY PLC (SSC),17-04-2024,8,19,29.8,414.3
AMBIENT,CHANELLE MCCOY HEALTH,17-04-2024,1,2,221.2,95.9
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,17-04-2024,1,4,133.2,128.8
AMBCONTROL,ALLIANCE HEALTHCARE (LETCHWORT,17-04-2024,2,2,188,107.3
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,17-04-2024,1,5,185.1,191.5
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),17-04-2024,2,34,107.4,863.4
AMBCONTROL,ALLIANCE HEALTHCARE (EXETER-CO,17-04-2024,1,1,384.3,86.6
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,17-04-2024,1,17,239.5,806
AMBCONTROL,INSPIRA TRADING LIMITED,17-04-2024,1,2,182.1,91.2
AMBCONTROL,AAH PHARMA (BRISTOL),17-04-2024,1,1,254.4,63.5
AMBCONTROL,AAH PHARMA (SWANSEA VALE),17-04-2024,1,1,297.2,84
AMBCONTROL,AAH PHARMA (WARRINGTON),17-04-2024,1,6,113.6,205.2
AMBIENT,ALLOGA UK,18-04-2024,1,22,12.2,289.6
AMBIENT,B & M RETAIL LTD,18-04-2024,1,2,160.1,70.7
AMBCONTROL,B & M RETAIL LTD,18-04-2024,1,1,160.1,47.6
AMBIENT,PRICECHECK TOILETRIES,18-04-2024,1,1,36.5,29.6
AMBCONTROL,ALLIANCE HEALTHCARE (LEEDS),18-04-2024,2,3,99.1,103.1
AMBCONTROL,BOOTS COMPANY PLC (SSC),18-04-2024,5,20,29.8,379.3
AMBCONTROL,AMAZON DEESIDE XLP1,18-04-2024,1,1,144.3,51.2
AMBCONTROL,AMAZON FRESH MILTON KEYNES ALT,18-04-2024,1,2,159,79.1
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,18-04-2024,1,1,124.8,40.7
AMBCONTROL,BESTWAY PHARMACY NDC LTD,18-04-2024,2,7,69.1,175.6
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,18-04-2024,1,8,275.3,453.1
AMBCONTROL,ALLOGA UK,18-04-2024,3,9,12.2,183
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,18-04-2024,2,17,133.2,511.6
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),18-04-2024,1,28,107.4,628.1
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,18-04-2024,1,9,185.1,332
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,18-04-2024,6,12,91.3,345.6
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,18-04-2024,1,8,222.9,342.3
AMBIENT,BOOTS COMPANY PLC (SSC),18-04-2024,2,2,29.8,59.4
AMBCONTROL,OCADO CFC BRISTOL,18-04-2024,2,2,253.8,126.9
AMBCONTROL,PHOENIX HEALTHCARE (NORWICH),18-04-2024,1,1,240.7,57.6
AMBCONTROL,AAH PHARMA (RUISLIP),18-04-2024,1,2,232.1,95.3
AMBCONTROL,PHOENIX HEALTHCARE (PORTSMOUTH,18-04-2024,1,1,318.6,77.6
AMBCONTROL,PRIMA BRANDS LTD,18-04-2024,3,6,533.4,934.2
AMBCONTROL,ASDA,18-04-2024,2,9,93.7,199.1
AMBIENT,PRIMA BRANDS LTD,18-04-2024,1,2,533.4,190
AMBIENT,ASDA,18-04-2024,1,4,93.7,82.3
AMBCONTROL,OCADO LTD (CFC ERITH),18-04-2024,1,1,268.2,66.1
AMBCONTROL,OCADO LTD (CFC ANDOVER),18-04-2024,1,1,267,70.6
AMBCONTROL,PURFLEET CFC OCADO,18-04-2024,1,1,266.3,63
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,19-04-2024,1,12,185.1,437.4
AMBCONTROL,BOOTS COMPANY PLC (SSC),19-04-2024,13,27,29.8,615.8
AMBCONTROL,ALLIANCE HEALTHCARE (HINCKLEY),19-04-2024,2,3,82.5,87.9
AMBIENT,BOOTS COMPANY PLC (SSC),19-04-2024,8,14,29.8,315.5
